File Name,WAV Path,Transcription,Sentiment,Named Entities,Keywords,Summary
call_300.mp3,/kaggle/working/call_300.wav," How's it going now, one of those? I'm at 69, 69 East Main. My son just shot his wife. Two houses to the south of me. He shot his wife? That's what I'm telling you. Okay, and two houses to the east, how do you know this? My sons were just here. What's the matter, son? What's the matter, son? What's the matter? What's your name, sir? I'm sick of being called a wealthy father. I'm sick of being called a wealthy father. Okay, you gotta get in here. My son just shot his wife. Okay, is she dead? I'm at 69, 69 East Main. My son's here right now. Okay, what house is his wife at? Two houses east. Okay, do you know the address? No, I do not. No. Alright. Sherman, your name is Sherman, right? Yes. I'm at 69 East Main. Sherman Kovac? Yes. Okay, and you're calling from 344? I'm at 69, 69 East Main. Sir, sir, I got people in route, okay? I got help on the way. Now I need to get some information from you, sir. What is your son's name? What is your son's name, sir? John Kovac. No. If you don't appear, we're gonna prison forever. What is the first name? No, you're not. What's his first name? John, J-O-H-N. And how old is he? He's 40. Did he still have the weapon with him? I do not know that. He doesn't have it on him. I can see him. He doesn't. Okay, are you on attack six with him? What you asking me? Sir, just stay on the line with me, sir. I need you to stay on the line. Don't hang up. Stay on the line.",Positive,"one (CARDINAL), 69 (DATE), 69 (CARDINAL), Two (CARDINAL), two (CARDINAL), 69 (DATE), 69 (CARDINAL), Two (CARDINAL), Sherman (PERSON), Sherman (PERSON), 69 (CARDINAL), Sherman Kovac (PERSON), 344 (CARDINAL), 69 (DATE), 69 (CARDINAL), John Kovac (PERSON), first (ORDINAL), first (ORDINAL), John (PERSON), 40 (DATE), six (CARDINAL)","i, the line, the way, you, some information, we, the first name, his first name, sir, attack, my son, she, the east, j-o-h-n., this, two houses, your son's name, sherman, people, alright, him, the matter, son, sherman kovac, what, he, the address, me, help, his wife, the south, john kovac, prison, john, that, what house, it, 69 east main, those, a wealthy father, the weapon, my sons, your name, route"," How's it going now, one of those? I'm at 69, 69 East Main. My son just shot his wife. Two houses to the south of me. He shot his wife? That's what I'm telling you. Okay, and two houses to the east, how do you know this? My sons were just here. What's the matter, son? What's the matter, son? What's ..."
call_101.mp3,/kaggle/working/call_101.wav," Now there's an emergency. Hello? This is the Buckeyea Bank at 1302 West International Speedway Boulevard. Okay. We're being robbed. Okay. Where are you at in the bank? He's saying he has a bomb. He's saying he has a tager. Okay. It's white male, black male. White male, black male, black male, black male, white male. Okay. Black beanie, black hat. Light beige, gray tweed. Light beige what? Tweed jacket. Okay. Okay, what else can you tell me about him? Where is he at in the bank? What else can we tell you? He's very scared. He's saying he's got a bomb. Where is he at in the bank? Where is he at in the bank? Where is he at? Is he right here? He's probably in our vault right now. Okay. So you don't know exactly where he's at? No, because I'm in the kitchen. I'm at lunch. Okay. He came through with a bag. Who's in the vault with him? Our service manager and our vault teller. Okay. Okay, just stand in line with me as long as you can, okay? I can't. I'm hiding in the kitchen. Okay, that's fine. Any information you can get me would be super. Who's getting you the information? One of the girls that was in the lobby that he came to. He didn't come to a teller. He came to a platform person with a bag. With a bag and he said he's got a bomb and he's got tasers. And he had like a red duffel bag. Was that like a bag?",Positive,"the Buckeyea Bank (ORG), 1302 (DATE), West International Speedway Boulevard (LOC), One (CARDINAL)","i, lunch, black beanie, a bag, black male, you, 1302 west international speedway boulevard, our vault, a platform person, we, a tager, the girls, the information, an emergency, tweed jacket, the lobby, the bank, a red duffel bag, this, white male, the kitchen, a teller, light, him, what, line, he, our service manager, me, the vault, who, any information, that, light beige, gray tweed, tasers, black hat, our vault teller, it, a bomb, the buckeyea bank"," Now there's an emergency. Hello? This is the Buckeyea Bank at 1302 West International Speedway Boulevard. Okay. We're being robbed. Okay. Where are you at in the bank? He's saying he has a bomb. He's saying he has a tager. Okay. It's white male, black male. White male, black male, black male, black..."
call_635.mp3,/kaggle/working/call_635.wav," Did you dispatch? Oh shit. Hello? Yeah. Hey, what's going on? I just killed my father. Made my... You just did what? Did you say you just killed someone? Yeah, I did. OK, what address are you at? 433 South, 360 West. 433 South, 360 West? Yeah. OK, well how did you kill him? What the... I'm sorry, with the gun? Yeah, she's inside there. She is inside? Yeah. OK, so who did you kill? My brother-in-law. And why did you do that? Where is the gun? I have it here, I just sent him over. OK, hold the line for me, OK? What's your name? What's your name? Steve Strait. How do you spell your last name? S-T-R-A-T-E. How long ago did you shoot him? Just barely shot him. Where did you shoot him? I don't know, six or seven times. You shot him six or seven times? Yeah. So he's not breathing then? Yeah, I don't think so. Where are you? I'm in front of the house. You're outside? Yeah. Where is the gun? It's right here next to me, ma'am. OK, are you holding it or is it down? It's down. What are you wearing? I just came on out. So I've got him on the way, I need to make sure my options are safe. What are you wearing? Yeah, the options are just outside. We're all safe. OK, what are you wearing? I don't know, a shirt. What color is your shirt? Blue shirt. You better get somebody over here. We've got him on the way. I want you to hold the line for me, OK? OK. How many people are outside? Two of us. Who else is outside with you? I miss my wife. So where is the gun? He came after me with a damn chair. He came after you with a chair?",Positive,"433 (CARDINAL), South (LOC), 360 (CARDINAL), 433 (CARDINAL), South (LOC), 360 (CARDINAL), Steve Strait (PERSON), six (CARDINAL), seven (CARDINAL), six (CARDINAL), seven (CARDINAL), Two (CARDINAL)","i, the line, my father, the way, your last name, you, we, what color, front, what address, the gun, she, us, my, the options, your shirt, him, the house, a chair, 360 west, what, what the, he, 433 south, me, somebody, someone, who, that, a shirt, blue shirt, law, my options, it, steve strait, how many people, a, my brother, a damn chair, your name, my wife"," Did you dispatch? Oh shit. Hello? Yeah. Hey, what's going on? I just killed my father. Made my... You just did what? Did you say you just killed someone? Yeah, I did. OK, what address are you at? 433 South, 360 West. 433 South, 360 West? Yeah. OK, well how did you kill him? What the... I'm sorry, w..."
call_219.mp3,/kaggle/working/call_219.wav," This is Longmont 9-1-1, address of your emergency. Uh, yeah, we're, um, corner of 119 and County Road 1, we just saw a plane go down. Where? The corner of 119 and County Road 1. Right there in the intersection? Okay, what direction? Yeah, it's across from the plane. What direction? Yeah, uh, I'm facing south right now. It's in the south field. It's in the south field on that intersection. Okay. Did you see, do you see any smoke and flames? Uh, no, but we heard it go boom. We don't see any smoke or flames yet. Okay. Did you witness it go down? Yes. Okay, what's your name? Sabrina. Can I get a phone number, please? What kind of plane was it, do you think? Uh, it looked just a white. What kind of plane does it look like? It's a white plane. Okay. Okay, so what's your name? My name is, uh, I'm a, I'm a, I'm a, I'm a, I'm a, I'm a, I'm a, I'm a, I'm a, I'm a. Okay. What kind of plane was it, do you think? Uh, it looked just a white. What kind of plane guys? A two-seater, a big jet. What kind of plane? Oh, it was just a small plane. Just a small white plane. Yeah. Have you pulled over? Can you see it? I'm at work on lunch right now. We could see, we could see it go down from across where we're at. Okay. I'm in the plane right now. All right, thank you very much. Thank you very much. We're on our way. Thank you. Uh huh. Bye-bye. Longmont 911, the address of your emergency? Yes, Longmont, Colorado, about three miles to the south of Union Reservoir thereabouts. A plane just crashed. Okay, you said three miles south of Union Reservoir? Yeah, yeah, I don't know. We're on 1640 Bluefield, I'm seeing my porch, and it spiraled down below the treetops. And I heard the impact. Okay, we actually have other calls and we're going to head that way. All right, very good, thanks. Thanks, sir. Bye.",Positive,"Longmont 9-1-1 (PERSON), 119 (CARDINAL), 119 (CARDINAL), Sabrina (PERSON), two (CARDINAL), Longmont 911 (PERSON), Longmont (GPE), Colorado (GPE), about three miles (QUANTITY), Union Reservoir (ORG), three miles (QUANTITY), Union Reservoir (ORG), Bluefield (PERSON)","119 and county road, i, that intersection, a white plane, a two-seater, lunch, my porch, you, a plane, my name, 1640 bluefield, just a small plane, we, corner, just a small white plane, boom, the plane, sabrina, the south field, your emergency, this, any smoke, work, union reservoir, okay, what direction, what kind, thanks, what direction, longmont 9-1-1, address, what, plane guys, longmont, the address, colorado, bye, about three miles, the south, a phone number, flames, the intersection, the treetops, it, our way, a, the impact, the corner, a big jet, plane, other calls, your name"," This is Longmont 9-1-1, address of your emergency. Uh, yeah, we're, um, corner of 119 and County Road 1, we just saw a plane go down. Where? The corner of 119 and County Road 1. Right there in the intersection? Okay, what direction? Yeah, it's across from the plane. What direction? Yeah, uh, I'm fa..."
call_421.mp3,/kaggle/working/call_421.wav," What is your emergency? Yes, my girlfriend left last night. We were at the Stevens Bar and Staying Hotel there, and she hasn't made it back to the hotel. She, I don't know where she went. She left with, she was talking about leaving with some other guy, and she hasn't made it back. Okay, and where you at? The Stevens Inn. What room? 402. What is your name? It's Robert Early. How do you spell your last name? E-A-R-L-E-Y. And your phone number is 817-308-7251? Yes, yes ma'am. And where do you live, Robert? In U.S. Texas. Name is Molly 476. And that's U-E-L-E-S-S? Yes ma'am. I've been pacing since 5.30 this morning. Okay. Because she was pretty intoxicated and she had some insecurities and... Okay, what is her name? Emily Lambert. I didn't know maybe she got picked up from P.I. Maybe she walked down the road. She was in a really cute dress and some high heels. And I had her ID and her phone was in the room on the charger. We took my phone. And I really didn't think anything of it because she was like, well this guy over here has been hitting on me and he said you have to shoot me, right?",Positive,"last night (TIME), the Stevens Bar and Staying Hotel (FAC), The Stevens Inn (PERSON), 402 (CARDINAL), Robert Early (PERSON), 817 (CARDINAL), Robert (PERSON), U.S. (GPE), Texas (GPE), Molly 476 (FAC), 5.30 this morning (TIME), Emily Lambert (PERSON), P.I. (GPE)","i, u-e-l-e-s-s, molly, some high heels, your last name, emily lambert, a really cute dress, you, some insecurities, my phone, we, u.s. texas, your phone number, -r, she, what room,  what, your emergency, her phone, her id, the hotel, the room, this guy, what, he, my girlfriend, the road, me, y., the stevens inn, her name, some other guy, that, robert early, the stevens bar, it, the charger, -, p.i., staying hotel, your name, anything, name"," What is your emergency? Yes, my girlfriend left last night. We were at the Stevens Bar and Staying Hotel there, and she hasn't made it back to the hotel. She, I don't know where she went. She left with, she was talking about leaving with some other guy, and she hasn't made it back. Okay, and where ..."
call_404.mp3,/kaggle/working/call_404.wav," 10 15 p.m. 3 seconds September 20 2008 Somebody call EMSP. Okay, you said? No, sir, just on this floor. You've scoured him several times. Yes, get somebody out here. We have somebody in Rod. Just found a phone on the heat. He's asking some questions for me. I'm as sad as that. Ma'am, you better get somebody out here. We have people in Rod. Just need to get some more information from you, ma'am. What's your name? Jill Hudelson. Okay, what's Hispanic? How about how old are you? We have people in Rod, ma'am. I promise you. We have people in Rod. Just need to get some more information. Who all is there with you? My husband, my mom. I don't think there's another assailant. He told us there was. I don't know. Do you have any children in the house? No, ma'am, I do not. Okay, how is entry made? How did he get in? I have the spooge door. Hurry, ma'am, we're all bleeding. Have you been stopped? Ma'am, stay there. Ma'am, have you been stopped? Go to your room. Close the door. Do you still have a knife in your hand? Yes, ma'am. I told this son of a bitch, I'll kill him. Do you know who he is? No, ma'am. Okay, so he's unknown to you. He has beat us with a metal post. A metal pop. A metal pop. Ma'am, we got blood everywhere. No, we have people in the lot. We have three deputies in the lot.",Positive,"10 15 p.m. 3 seconds (TIME), 20 2008 (DATE), Rod (PERSON), Rod (PERSON), Jill Hudelson (PERSON), Hispanic (NORP), Rod (GPE), Rod (PERSON), Hurry (PERSON), three (CARDINAL)","i, the heat, the door, any children, three deputies, your room, you, jill hudelson, we, a metal pop, blood, us, the lot, this son, rod, people, this floor, him, the house, a metal post, what, he, some questions, your hand, my husband, me, somebody, a phone, some more information,  10 15 p.m., a knife, who, that, the spooge door, a bitch, ma'am, my mom, another assailant, who all, your name"," 10 15 p.m. 3 seconds September 20 2008 Somebody call EMSP. Okay, you said? No, sir, just on this floor. You've scoured him several times. Yes, get somebody out here. We have somebody in Rod. Just found a phone on the heat. He's asking some questions for me. I'm as sad as that. Ma'am, you better get..."
call_670.mp3,/kaggle/working/call_670.wav," 911. I'm not in any danger right now, but it's urgent. These people, they came through my door and my mom is at work and so is my dad, but they came through my store and they stole a ton of our stuff. A whole lot of it. They told me to get down. I did. So you're saying that you were just robbed? Yes, obviously. Did they have any weapons? I'm not quite sure, but they left now. Do you know who they were? No, they um, they... Yes. What's your name? I'm 12 years old. You're 12? You're home by yourself? Yeah, my mom usually just leaves her a little bit to go do a crossing guard duty, but... Okay, how'd they get in the house? I think, I'm not quite sure. I just know the door opened. I thought it was my mom. Was the door unlocked, hon? No, it wasn't. I know that much. So they came in through a locked door? Yes. And uh... How many people? Male, female, white, black? Um, there were three black people and they were... Males or males or what? There were males. Three black males. What were they in? They were in... I didn't see any license plate, I'm sorry, but... That's okay. What kind of car, honey? Um, I'm not sure what kind of car, but I know it was like kind of metallic red and it looked like an older car. What did they get from your house? They took my Wii, my PB, my PS2, like all the um, they took, they like tore down my mom's jewelry, all that kind of stuff. And where were you at when this was happening? I just walked out of the bathroom, I heard the door open. What did they make you do? They just made me get down on the ground and I just... 46-48, 46-61. Just stay on the line with me on a second, hon. Okay, because I'm just really scared. Okay, stay on the line. Okay. Okay, well... 12-year-old on...",Positive,"911 (CARDINAL), 12 years old (DATE), 12 (CARDINAL), three (CARDINAL), Three (CARDINAL), 46 (CARDINAL), 46-61 (DATE), second (ORDINAL), 12-year-old (DATE)","i, my door, the line, the door, you, three black males, my mom's jewelry, a second, hon, males, honey, my store, they, stuff, , hon, this, a whole lot, work, and uh... how many people, the ground, the bathroom, what kind, any danger, the house, my dad, my pb, what, three black people, a crossing guard duty, my wii, me, no, they um, they, who, her, your house, that, our stuff, a ton, an older car, my mom, it, a locked door, my ps2, all that kind, any weapons, any license plate, yourself, car, your name, kind of metallic red"," 911. I'm not in any danger right now, but it's urgent. These people, they came through my door and my mom is at work and so is my dad, but they came through my store and they stole a ton of our stuff. A whole lot of it. They told me to get down. I did. So you're saying that you were just robbed? Ye..."
call_485.mp3,/kaggle/working/call_485.wav," 911. Yes, I need an ambulance immediately at 18 Victoria Circle. Okay, what's going on? We have a gunshot wound, accidental, in the household. Okay, how old? 34. Conscious of breathing? She's breathing. Where was she shot at? Looks like the head. She's bleeding. Oh, there's a lot of blood. Okay, I'm getting everybody out. Oh my god. Thank you. You're welcome. Hello. Hi, this is 911. Yes. How is she doing? We need help. I've got them all coming. Okay. Where's the weapon at? We don't know right now. It was our weapon. Okay. It's in the house. It's all good. We had the babysitter early. We put all the weapons away and we were putting them back out to protect ourselves and it fired. There's no problem with the police. Okay, so you don't know where the weapon's at in the house? No, there are weapons in the house, but the police have to get here. Okay. Everybody's coming. Okay. I've got everybody coming. That's why I just need to make sure. Yes. And is she still breathing? Yes. Okay. That's why I just want to check on you and make sure. But I do have fire and medics and everybody else coming. Yes. Okay, is it just you guys following along with the kids? No, we have two children in the house and a dog.",Positive,"911 (CARDINAL), 18 (CARDINAL), Victoria Circle (LOC), 34 (CARDINAL), 911 (CARDINAL), two (CARDINAL)","i, the household, a lot, our weapon, two children, you, we, everybody, she, blood, this, the police, just you guys, ourselves, the babysitter, the house, 18 victoria circle, what, medics, them, help, an ambulance, a gunshot wound, all the weapons, weapons, that, the kids, fire, all, it, breathing, the head, a dog, the weapon, no problem"," 911. Yes, I need an ambulance immediately at 18 Victoria Circle. Okay, what's going on? We have a gunshot wound, accidental, in the household. Okay, how old? 34. Conscious of breathing? She's breathing. Where was she shot at? Looks like the head. She's bleeding. Oh, there's a lot of blood. Okay, I'..."
call_740.mp3,/kaggle/working/call_740.wav," 9-1-1 emergency. Hi, this is Zane Thomas. Hi, how can I help you? I just shot the Mormon bishop over here on Tulare Avenue. You did? Yes, I did. Your name's Zane Thomas? Yep. I'm at 1525 Burl Avenue. Be prepared to throw down in mortal combat. Any adjust disconnected?",Negative,"9-1-1 (DATE), Zane Thomas (PERSON), Mormon (ORG), Tulare Avenue (FAC), Zane Thomas (PERSON), 1525 (DATE), Burl Avenue (FAC)","i, mortal combat, any adjust, this, your name's zane thomas, you,  9-1-1 emergency, zane thomas, yep, tulare avenue, 1525 burl avenue, the mormon bishop"," 9-1-1 emergency. Hi, this is Zane Thomas. Hi, how can I help you? I just shot the Mormon bishop over here on Tulare Avenue. You did? Yes, I did. Your name's Zane Thomas? Yep. I'm at 1525 Burl Avenue. Be prepared to throw down in mortal combat. Any adjust disconnected?"
call_700.mp3,/kaggle/working/call_700.wav," I'm in the middle of the swamp. I can give you my GPS coordinates off of this blackberry. I just got to figure out how to get them again. I'm due east, almost, I mean, I'm sorry, west, almost dead west of where she was found. I'm almost right in the middle of the swamp. You're in contact with her? I'm holding her right now, yeah. She's okay, she's got bites all over her, she's got some scratches. She's very lucid, she has no major injuries, just exposure. I'm going to give her some liquids, I've got some stuff prepared for her. I'm going to give you my GPS coordinates. Okay, hold on. What is your coordinate, sir? Hold on, I've got to figure out how to work this thing on this blackberry. If I hang up, you've got my number, call me back. Hold on. So what is your phone number? Hold on, let me get my bill fold out so that I can tell you, because I don't have it memorized. I've got a couple of phone numbers, but I'm going to give you this one. It has the GPS in it. Okay. Okay. The Lord told me where... It's fine. 571-439-9174. I also have another cell. Okay. It's a Sprint, and I'm going to give you that one in case something happens, I've got full signal out here. It's 904-704-2127. I don't know what it's like headed east, but I have been knee-deep in water for the whole way from 417. Okay. My vehicle is 417. So where did you enter awful? I entered awful 417 near the retention pond. 417, you mentioned pond. Okay. You're not going to want to send somebody through there. You're not going to want to send somebody the way I came. You're not. I mean, it's bad. Okay. It's bad. You're going to want to come in from the east side from where she came in. And I...",Positive,"571-439-9174 (CARDINAL), Sprint (ORG), 904 (CARDINAL), 417 (CARDINAL), 417 (CARDINAL), 417 (CARDINAL), 417 (CARDINAL)","i, almost dead west, and i, contact, my gps coordinates, my number, you, a sprint, my bill, the east side, the whole way, your phone number, a couple, she, full signal, your coordinate, my vehicle, this one, some liquids, case, the retention pond, this thing, what, some stuff, some scratches, just exposure, the swamp, them, knee-deep, me, somebody, this blackberry, her, water, the lord, east,  i, it, the gps, something, the middle, headed east, phone numbers, pond, bites, another cell, no major injuries"," I'm in the middle of the swamp. I can give you my GPS coordinates off of this blackberry. I just got to figure out how to get them again. I'm due east, almost, I mean, I'm sorry, west, almost dead west of where she was found. I'm almost right in the middle of the swamp. You're in contact with her? ..."
call_292.mp3,/kaggle/working/call_292.wav," December 11, 2012, 15, 28, 42. 9-1-1, what's the location of your emergency? Yes, we're at Macy's at Clackamott Town Center. We think we have a shooter in the store. Okay, do you know if anybody's injured? We don't know. You know what? All we hear is shots and people are screaming and running. Okay, and are they upper level or lower level? I don't know where the shots are coming from. Okay, hold on. We're getting help started. Okay, we've got help on the way, okay? I know. We've got them on the way. Thank you. Bye-bye. Bye. Do you have anybody else? Do you have anybody else? Can you talk to us? Can you talk to us? We have reached Clackamas County 911. Do not hang up. For help, after the tone, say, help. Hello? 911, location of your emergency? There's a shooting here at Clackamas Town Center. Okay, I need you to get yourself to a safe location. We have help on the way, okay? Okay. Thank you. Thank you. 911, what is the location of your emergency? Clackamas Town Center. There's a shooting. Clackamas Town Center. We need people here. Where at? At the town center. Where at? Macy's, upstairs, fragrance. Who was shot? I don't know. I'm hiding underneath a register. Okay, my partner is going to be dispatching help while we're talking. Where abouts in the Macy's do you think the shooter is? It's got to be upstairs around the feed court. All the alarms are going off. Grace, where are you? Grace! Hold on just a moment. What? Grace! Grace! I'm sorry. Sir? Sir? Grace!",Positive,"December 11, 2012 (DATE), 15 (DATE), 28 (DATE), 42 (DATE), 9-1-1 (CARDINAL), Macy (ORG), Clackamott Town Center (FAC), Clackamas County 911 (GPE), 911 (CARDINAL), Clackamas Town Center (FAC), 911 (CARDINAL), Clackamas Town Center (FAC), Clackamas Town Center (FAC), Macy (ORG), Macy (ORG), Grace (ORG), Grace (PERSON)","i, the way, all the alarms, you, clackamas county, we, the town center, anybody, sir, my partner, the feed court, they, a shooter, the store, your emergency, upper level, lower level, the tone, us, people, macy, what, the shots, location, them, bye, a safe location, help, who, shots, all, clackamas town center, the shooter, a register, it, clackamott town center, grace, the location, a shooting, sir? grace, yourself, fragrance, the macy"," December 11, 2012, 15, 28, 42. 9-1-1, what's the location of your emergency? Yes, we're at Macy's at Clackamott Town Center. We think we have a shooter in the store. Okay, do you know if anybody's injured? We don't know. You know what? All we hear is shots and people are screaming and running. Okay..."
call_669.mp3,/kaggle/working/call_669.wav," Delora County 911, where's your emergency? We got a baby that's not responsive. Where at? 3301 West Noel Drive. How old is the baby? Four and a half months. Four months? Yes. Okay. Is it breathing at all? No. How old is it? Or is it a boy or a girl? Boy. Boy? Okay. Do you know how to do CPR? It's too late. You sure? I'll try. You want to try it? I'll stay on the phone with you. Yes. Okay. Giving CPR on this. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Giving CPR on this. Okay. Let me know when you're ready. Are you close enough to the baby? Yes. The baby four months. Can you get my stuff too? Four months old on that. Okay. Let me. So are you close enough to the baby? Yes. Okay. Please hurry. Get the baby flat on its back. It is in its bed. Okay. Get it out of its crib. You can get it on the floor. No. It's in the flat crib. I can't take it out. No. Okay. Listen carefully. I'll bend down. Okay. Okay. Bend down. Pinch the nose with your hand. Yes. Lift the chin gently to tilt the head back. Gently. Yes. Okay. Do you see any foreign bodies in its throat? No. You don't? No. Okay. Okay. Okay. What I need you to do is take and put your mouth on its mouth. Yes. Okay. Take it out of the crib. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Take and push in some air gently into the child's mouth. Did the chest rise? No. No? No. Hurry. And they're on the floor. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay. Okay.",Positive,"Delora County 911 (GPE), West Noel Drive (LOC), Four and a half months (DATE), Four months (DATE), four months (DATE), Four months old (DATE), Hurry (PERSON)","i, the child's mouth, its mouth, you, four months, we, its bed, west noel drive, any foreign bodies, your mouth, some air, they, the chin, your emergency, this, the flat crib, a girl, cpr, no, what, the crib, four and a half months,  delora county, your hand, me, a boy, that, the baby, the phone, it, its back, its crib, the head, no. hurry, my stuff, the nose, the floor, its throat, a baby"," Delora County 911, where's your emergency? We got a baby that's not responsive. Where at? 3301 West Noel Drive. How old is the baby? Four and a half months. Four months? Yes. Okay. Is it breathing at all? No. How old is it? Or is it a boy or a girl? Boy. Boy? Okay. Do you know how to do CPR? It's t..."
call_215.mp3,/kaggle/working/call_215.wav," What happened? 9-1-1? Um, all these doctors, cause my mom's on the floor, we think I can't wake her up. How old is your mommy? Um, I don't know, but she's not waking up. I was trying to wake her up and the baby was crying. I was crying my head off. Okay, can you do me a favor please? Is your mommy on her stomach or her back? I don't know. When you look at your mommy, is she laying on her stomach? Okay, well, we're fat. So turn around her back please. She's laying on her side. Okay, can you roll her flat on her back? Can you push her over? I don't know, she's too big. But are you a doctor or...? I know, but honey, I am going to get someone out for you. I want you to stand in front of me. How long has your mommy been sleeping? I don't know. She just been like this. I was trying to get up and the baby was crying. I don't know how to make, um, if she was calling somebody, the doctor, they wouldn't answer. Okay, so she's been like that for a couple hours? Yeah. Is that your baby brother or sister screaming? Yeah. I can't make them, but I don't know how I just did. Okay, you can't make them a bottle. How old is your brother or sister? My sister's not here. She's at my back and the baby's two weeks old, my mom. The baby's two weeks old? Yeah. Okay, sweetie. Is there any, what's the bottle look like? Do you know where the bottles are? I know where one bottle is because, can you really hear me because the baby's crying? I can hear you sweetie. I can hear you really good. You're doing a really good job.",Positive,"9-1-1 (CARDINAL), a couple hours (TIME), two weeks old (DATE), two weeks old (DATE), one (CARDINAL)","i, one bottle, the bottles, a really good job, you, your mommy, we, front, her stomach, sister, she, the bottle, they, a doctor,  what, this, what, her side, them, me, your brother, somebody, my head, a favor, someone, her, your baby brother, that, my back, the baby, my sister, my mom, a couple hours, all these doctors, any, the floor, the doctor"," What happened? 9-1-1? Um, all these doctors, cause my mom's on the floor, we think I can't wake her up. How old is your mommy? Um, I don't know, but she's not waking up. I was trying to wake her up and the baby was crying. I was crying my head off. Okay, can you do me a favor please? Is your mommy ..."
call_392.mp3,/kaggle/working/call_392.wav," Hello? Hi, this is Anchorage Police. Um, so, uh, we, I have a bear mauling. I am out on the trail. Um, I just reported it to somebody else who's going to be calling 911. Um, I have a young girl here who is mauled by a bear and is in pretty bad shape, so we need paramedics. Okay. I'm going to transfer you through to the medics, or did you guys already talk to the medics? I have not talked to anybody yet. Okay, where are you guys? Okay, to access us, the easiest access would be to go to the hilltop ski area and go down what is called the gas line trail to where it meets Campbell Creek. There is a trail... So you say you're closest to hilltop? Hilltop ski area, yes. In, in, into the actual ski area. There is a trail. You can, you can drive all the way... Okay, hold on one second, okay. Now that I've got kind of where you are, I need to transfer you through to the medics, okay? Okay. Hold on. Okay, thank you. Beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, beep, Hello? Hey, Rich, Fire Department? Hello? So, can you still hear me? Yes, I can hear you. Okay, hold on one second, I'm trying to transfer you again, okay? Okay. Beep, beep, beep, beep, beep. I know you will be.",Positive,"911 (CARDINAL), Campbell Creek (FAC), one second (TIME), Fire Department (ORG), one second (TIME)","i, the actual ski area, the easiest access, a bear mauling, you, hey, rich, fire department, we, anybody, paramedics, campbell creek, beep, this, a young girl, us, the trail, the hilltop ski area, the gas line trail, the medics, what, a bear, me, somebody, who, you guys, one second, it, pretty bad shape, anchorage police, ski area, a trail,  hello"," Hello? Hi, this is Anchorage Police. Um, so, uh, we, I have a bear mauling. I am out on the trail. Um, I just reported it to somebody else who's going to be calling 911. Um, I have a young girl here who is mauled by a bear and is in pretty bad shape, so we need paramedics. Okay. I'm going to transf..."
call_629.mp3,/kaggle/working/call_629.wav," What's your name? I'm at 23908 60th street. Take your immediately. 23908 60th street? 23908 right next to Wagner 7. There are two men here with guns trying to kill me. They have my husband on the floor. He's bleeding. Alright, what is your name? My name is Susan Lydell. They came in here saying we have drugs and money and they're looking for it. Okay, are you hiding in another room? No, I'm right in the living room and I got a gun in my face. And they know you're calling? Yeah, they know I'm calling. And they're still standing there with guns. What kind of guns are they? They're shotguns. They beat the hell out of my husband. He's disabled. And they came over here and broke in the house and beat the hell out of my husband. I was upstairs sleeping and these son of a bitches come in with guns and try to, you know, they woke me up and say, come on, where's the guns? Where's the money? I mean, where's the dope? Where's the money? There is no dope. There is no money. We live on disabilities. Okay, well, someone else is talking to the deputies. How did they get here? I don't know. But there's somebody in here with fucking guns. Okay, I heard you. And someone else is already talking to the deputies. And they know that you're calling? Uh, they're getting the hell out of here. Okay. Can you see if they leave on foot or in a car? Just a minute. They're still in here ransacking the fucking place. When are the police going to come? Well, they have to drive, ma'am. They can only drive so fast. How are you? Oh, I'm fine. But they're still standing out here with guns. All right. Hold on a second. Okay. You guys better get the fuck out of here. If you're going to kill me, you better do it now. John Navagato! What? The guy that's in the head of the whole deal.",Positive,"23908 60th (DATE), 23908 60th (DATE), two (CARDINAL), Susan Lydell (PERSON), Just a minute (TIME), John Navagato (PERSON)","i, my name, you, these son, the whole deal, two men, we, fucking guns, the money, drugs, your, the guy, the guns, they, the dope,  what, 23908 60th street, the police, no money, a bitches, what kind, the house, the fucking place, what, my face, another room, he, disabilities, foot, the fuck, my husband, me, somebody, the living room, someone, you guys, that, a car, the hell, wagner, guns, the deputies, it, susan lydell, no dope, a second, just a minute, john navagato, the head, money, the floor, a gun, your name"," What's your name? I'm at 23908 60th street. Take your immediately. 23908 60th street? 23908 right next to Wagner 7. There are two men here with guns trying to kill me. They have my husband on the floor. He's bleeding. Alright, what is your name? My name is Susan Lydell. They came in here saying we ..."
